Teks,label,Clean_Teks
"Ini hujan semalaman ruang tengah sama kamar kayanya gabisa di nyalain (:() harus nunggu kering baru bisa nyala, smg ujannya berenti 🙏",normal,hujan malam ruang tengah sama kamar kayak tidak bisa nyala tunggu kering baru nyala moga ujannya renti 
Ini ini udh disini mau apa aku gorengin,normal,ini sudah sini mau apa aku gorengin
Ini kalo kita lg beneran ngumpul pasti lg mewek berjamaah,normal,kalau lagi benar ngumpul lagi mewek jamaah
"InsyaaAllah ikhlas mel, asa udah di bahas digrup kan, Trs yg responnya gt",normal,insyaallah ikhlas mel asa sudah bahas grup akan terus yang respons begitu
"Isi saldo nya bisa di grapari, indomaret, ato di tf dari bca",normal,isi saldo nya grapari indomaret atau di tf bca
"itu masih pake data dummy, ntar gampang itu mh.",normal,masih pakai data dummy entar gampang mh
Itu namanya ap nur? Tokopedi bukalapak lumayan laa complete walopun kw sejenis,normal,nama apa nur tokopedi bukalapak lumayan laa complete walopun kw jenis
"Itu teh sebenernya krna terlalu sakit sma orang itu nuy, padahal kalo udah nemu orang baru mah pasti rasanya beda",normal,teh benar karena terlalu sakit sama orang nuy padahal kalau sudah ketemu orang baru mah rasa beda
itu yang tugas pentaho langsung presentasi di pentaho nya ?,normal,yang tugas pentaho langsung presentasi pentaho nya
Iya aku inget jam dinding di rumah awet katanya hadiah pernikahan ❤,normal,iya aku inget jam dinding rumah awet kata hadiah nikah 
"Iya  nama1, terakhir di lab jarkom. Pas copy sql SIGIndo tea.. ",normal,iya nama akhir lab jarkom pas copy sql sigindo tea
Iya ih ko sedih sih gtau kapan lg ke bandung :(,normal,iya ih kok sedih sih tidak tahu kapan lagi bandung
Iya ih maksimalkan waktu sebulan ini wkwkwk pdhl aku aja yg mo pindah :(,normal,iya ih maksimal waktu bulan padahal aku saja yang mau pindah
Iya kalau ada yang kosong agus atau sept,normal,iya kalau yang kosong hangus sept
Iya kan file terkahir itu data_pasien. -_-,normal,iya akan file terkahir datapasien
Iya kar lg dikosan nih. Numpang ap?,normal,iya kar lagi dikosan nih numpang apa
iya ke singapur make yang 1dolar tea gening wkwk,normal,iya singapur make dolar tea gening wkwk
Iya liat mock up nya maksudnya,normal,iya lihat mock up nya maksud
Iya put alat masak makan mah aku usahain ada,normal,iya put alat masak makan mah aku usahain
"Iya teh, soalnya kenapa selasa, bapa hari rabu mau berangkat.",normal,iya teh soal selasa bapa hari rabu mau berangkat
Iya ya ratarata programmer gt hirenya udh pake csps gt gt,normal,iya ratarata programmer begitu hirenya sudah pakai csps begitu begitu
"iya, makanya aku butuh data kalian teh soalnya datanya dari sana. tapi harus ada RJ atau RD.",normal,iya makanya aku butuh data kalian teh soal data sana harus rj rd
"Iya, semua kamera kecuali kamera lia aku taro di situ semua",normal,iya semua kamera kamera lia aku taro situ semua
Iyaaa makanan bumbu dsb juga biar bisa dibawa dr rumah supaya irit hehehe,normal,iyaa makan bumbu juga biar bawa dari rumah irit hehehe
Iyaaaa ayyuuuukk biar kamu bisa reunian dg org sana fir,normal,iyaa ayyuukk biar kamu reuni dengan orang sana fir
Iyalah makin malam makin mahal kek yg suka dijalanan,normal,iya makin malam makin mahal seperti yang suka jalan
Jadi kapan kita meet upnyaa nih temaan temaan?,normal,jadi kapan meet upnyaa nih tema tema
Jadi kitanya harus cari kesibukan jg ya? Biar ga mikirin cowo melulu,normal,jadi kita cari sibuk juga biar tidak mikirin cowo melulu
"Jadi males banget PLA, asa ga pernah beres. Wkwk. Padahal dari pa rawosi ga bermasalah.",normal,jadi malas banget pla asa tidak pernah beres padahal bapak rawosi tidak masalah
Jadi nanti barang yg dipilih nyesuain budget aja diantara 7 pilihan diatas~,normal,jadi barang yang pilih nyesuain budget saja antara pilih atas
Jadinya aku ambil bulanan sampe desember. Tapi sekamar berdua sama sodara aku,normal,jadi aku ambil bulan sampai desember kamar dua sama saudara aku
"Jadinya mau apa sok, sebagian dari uang kas? Kira2 berapa?",normal,jadi mau apa sok bagi uang kas kira berapa
"Jajaran kantin 79 kesana deket2 pengkolan pokoknya kang, ada tulisanya da",normal,jajar kantin kesana dekat pengkol pokok kang tulisanya ada
"Jam 12 wid, nanti berangkat jam 10",normal,jam wid berangkat jam
Jam 8 berangkat aja gmn teh,normal,jam berangkat saja bagaimana teh
Jam brp brpnya bsk kabarin kalau ngumpul sore ini bisa yaaaa ,normal,jam brp brpnya besok kabarin kalau ngumpul sore bisa ya
"Jangan di agendain, suka ga jadi wkwkwk ",normal,jangan agendain suka tidak jadi wkwkwk
Jangan gitu kang.. Aku tersinggung.,normal,jangan begitu kang aku singgung
Januari mah ambil 1x seminggu aja. Kan kita masuk seminggu sekali kalau januari.,normal,januari mah ambil x minggu saja akan masuk minggu sekali kalau januari
Januari pokoknya mau sama sapapun kemanapun harus liburan fix aamiin,normal,januari pokok mau sama sapa mana libur fix aamiin
Jauh amat jemput di poskamling cilimus dee,normal,jauh jemput poskamling cilimus dee
Jd mau kpnnnih? Kekantor ambil form. Balik lg ngasih laporan atau sekaligus. Jd di laporan ga ada lampiran,normal,jadi mau kpnnih kantor ambil form balik lagi beri lapor sekaligus jadi lapor tidak lampir
"Jd misal nih ada murid sama guru, si guru ngasih ujian, nanti hasil jawaban ujian murid dibandingin sama jawaban dari guru (jawaban yg bener) trs outputnya berupa skor hasil ujian itu",normal,jadi misal nih murid sama guru sih guru beri uji hasil jawab uji murid dibandingin sama jawab guru jawab yang benar terus outputnya upa skor hasil uji
Jgn lupa malam ini jgn terlalu malam aja. Seadanya aja aku jg,normal,jangan lupa malam jangan terlalu malam saja ada saja aku juga
"Jika jemari tak mampu berjabat dan batin ini rindu akan keikhlasan maaf, hanya lewat pesan ini jemariku bersilaturahmi. Mohon maaf lahir dan batin",normal,jemari tidak mampu jabat batin rindu ikhlas maaf lewat pesan jemari silaturahmi mohon maaf lahir batin
Jumlah poin Anda s.d tgl 16/08/16 : 18 poin. Anda termasuk dalam kategori RED. Masa berlaku poin s.d 31 Des 2016,normal,jumlah poin sudah tanggal poin masuk kategori red masa laku poin sudah des
Ka aku ga bisa liat kosannya skrg :( soalnya ngerjain uts take home ka ,normal,kakak aku tidak lihat kosannya sekarang soal ngerjain uts take home kakak
Kalau 13.5 itu untuk ayam kremes dan cabai ijo teh...kalau untuk bakar dan rica rica kita kasih 15rb deh   ...sudah pakai box dan air gelas,normal,kalau ayam kremes cabai ijo tehkalau untuk bakar rica rica kasih ribu deh pakai box air gelas
Kalau agus atau sept blm bisa menjamin ada kalau sekarang ada yang kosong,normal,kalau hangus sept belum jamin kalau sekarang yang kosong
Kalau gamepro uasnya materi atau praktek Pak?,normal,kalau gamepro uasnya materi praktek pak
Kalau ini gagal. Urg pindah haluan ke sana deh,normal,kalau gagal urg pindah haluan sana deh
Kalau mau bikin model/controller mending per apa y?,normal,kalau mau bikin modelcontroller mending per apa ya
Kalau pertable emg lbh rapih laporan sih mad cuman bingung kalau pertable kdgkan ada yg dipake didr bbrp table gmn tuh mad?,normal,kalau pertable memang lebih rapi lapor sih mad cuman bingung kalau pertable kdgkan yang di pakai didr beberapa table bagaimana tuh mad
"Kalem, saya diantapani lagi ujian sama intan. Hher",normal,kalem diantapani uji sama intan hher
Kalian udh brp kali bimbingan? Ngomongin apa aja aku blm pernah,normal,kalian sudah brp kali bimbing bicara apa saja aku belum pernah
Kalo ada daun pepaya mah bungkus daunnya pake pepaya put,normal,kalau daur pepaya mah bungkus daun pakai pepaya put
kalo aku ngasihinnya habis ashar aja gpp ?,normal,kalau aku ngasihinnya habis ashar saja tidak apa apa
"kalo aku sih pertabel  nama1, mnyesuaikan kebutuhan :)",normal,kalau aku sih tabel nama mnyesuaikan butuh
Kalo daftar doang tapi belum tentu jadi prasidang boleh ga?,normal,kalau daftar saja belum jadi prasidang tidak
Kalo engga belakang aqila ada 600/bulan gatau masih apa engga deh,normal,kalau tidak belakang aqila bulan tidak tahu apa tidak deh
Kalo grup c1 aku jarang baca haha jd suka ketinggalan kabar berita,normal,kalau grup c aku jarang baca haha jadi suka tinggal kabar berita
Kalo kata raditya dika tuh cara pandang org ttg cinta akan berubah setelah mengalami patah hati terhebat. Haha,normal,kalau kata raditya dika tuh cara pandang orang tentang cinta ubah alami patah hati hebat haha
"Kalo masih mau ke kep. Seribu mending ikut yang ini nih, tinggal duduk manis dari unpad du",normal,kalau mau kep ribu mending ikut ini nih tinggal duduk manis unpad di
Kalo mau masak bawa bahannya dr rumah masing2 biar irit wkwk,normal,kalau mau masak bawa bahan dari rumah masing biar irit wkwk
kalo ngga besok ke kampus senin  nama1 ke kampus nya ,normal,kalau tidak besok kampus senin nama kampus nya
Kalo nonton hr ini mahal yah? Week end,normal,kalau nonton hari mahal ya week end
"Kalo pacaran jg harus cowonya yg lebih sayang guys, biar ga ngebatin",normal,kalau pacar juga cowonya yang lebih sayang guys biar tidak ngebatin
Kalo pake daging yg dah direbus enak gak dijadiin sate?,normal,kalau pakai daging yang sudah rebus enak tidak di jadi in sate
Kalo satpam tanya bilang aja ketemu saya,normal,kalau satpam tanya bilang saja ketemu
Kalo udah ad progres besok aja jam 2an kesini..,normal,kalau sudah ada progres besok saja jam an kesini
kamu kapan ke bandungg??,normal,kamu kapan bandungg
kamu sibuk ngapain aja disana ?,normal,kamu sibuk buat apa saja sana
Kamu yah yang ngajakin mereka.,normal,kamu ya ngajakin
"Kan bapaknya ngomong2 ya, trs ditanya siapa itu, aku blg lg rame ma sibuk dikampus nanti yaa",normal,akan bapak bicara terus tanya siapa aku bilang lagi ramai sama sibuk kampus ya
Kan dia masih gatau ngeditnya kek gmn haha,normal,akan masih tidak tahu ngeditnya seperti bagaimana haha
Kan ini karna bulan baru qaqa 😂 bisa ngomong gituch,normal,akan karena bulan baru qaqa  bicara gituch
Kang nama1 tuh baru menang 2 Milyar hahaha.. Kemakom berprestasi,normal,kang nama tuh baru menang milyar hahaha kemakom prestasi
Kantin fip nama1 sendiri td mau ke perpus. Tp bntar lg kan sholat ,normal,kantin fip nama sendiri tadi mau pus tapi bntar lagi akan sholat
Karena saya lagi si surabaya sampai besok.. Hati kamis ke kantor gimana ?,normal,saya sih surabaya besok hati kamis kantor bagaimana
Kartu SIM Anda telah berhasil diganti. Terima kasih,normal,kartu sim telah hasil ganti terima kasih
Kasih norek aja kesebelah. Siapa tau ada yg mau. Mereka jg punya hak untk udunan wkwk. Bilang bts waktu trfr. Kalau ada niat pasti segera kok.,normal,kasih norek saja belah siapa tahu yang mau juga punya hak untuk udunan bilang bts waktu trfr kalau niat segera kok
Ke kantor siang aja..,normal,kantor siang saja
Keknya pernah liat undangannya di prodi,normal,kayak pernah lihat undang prodi
Kita kmpul yu sblum puasa :-) waktunya ,normal,kmpul yu sblum puas waktu
kita lewat kolam renang? di gymnas atau gik,normal,lewat kolam renang gymnas gik
Kita yg stay di pdg aja mah tinggal cuss aja kapan meet up nya,normal,yang stay pdg saja mah tinggal cuss saja kapan meet up nya
Ko gtu ya parah bgt masa jam kerja ngeroko. Biar dapet inspirasi meren ya,normal,kok begitu parah banget masa jam kerja ngeroko biar dapat inspirasi meren
Kok antara optimis dan ngga yah 😟,normal,kok optimis tidak ya 
"koreksi saya kalau salah (bisi lupa) tapi bagus sih kalau anda mau coba-coba, nggak mubazir juga kok. Kalau mau dibalikin lagi ke CSV ya pake transformasi lagi.",normal,koreksi kalau salah kalau kalau lupa bagus sih kalau mau cobacoba mubazir kok kalau mau kembali ke csv pakai transformasi
krn pulsa/limit tidak mencukupi. Dptkan informasi seputar kartu Tri di *123# atau via aplikasi BIMATRI,normal,karena pulsalimit cukup dptkan informasi putar kartu tri atau lalu aplikasi bimatri
ku ada 300 ratus nih di tabungan~ di nama1  aku tabungan ada berapa nama1 ? cabut sekarang juga #ManaAda~ :(,normal,saya ratus nih tabung nama aku tabung berapa nama cabut sekarang manaada
Kumpul dulu aja di lab basdat biar bareng2,normal,kumpul dahulu saja lab basdat biar bareng
"Kumpulnya makan daging, jadi gak usah ke resto :D",normal,kumpul makan daging jadi tidak usah resto di
Kurang tau pasti sep periksa controllernya waktu instansiasi new tcpdf() aku lupa,normal,kurang tahu sep periksa controllernya waktu instansiasi new tcpdf aku lupa
Lagian pasti ga boleh gera sma si kaka tp kalo dianterin aku ga enak,normal,lagi tidak gera sama sih kakak tapi kalau antar aku tidak enak
"Lebay gt katanya ""meni gitu ama mamanya teh gak blg2""",normal,lebih begitu kata meni begitu sama mama teh tidak bilang
Lingkungan kerjanya berasap. Kalo gak ngerokok ya pada nge-vape gitu coba. Kan cowok semua banyaknya,normal,lingkung kerja asap kalau tidak ngerokok pada ngevape begitu coba akan cowok semua banyak
Load controller bisa di construct mad? Kmren aku coba ga bs terpaksa di dlm fungsi,normal,load controller construct mad kmren aku coba tidak bisa paksa di dalam fungsi
"maaaaaaaaf, aku lupaaa, hp aku baru nyala dadi pagi belum pulang ke kosan, maaf pisaaaan :(",normal,maaf aku lupaa handphone aku baru nyala dadi pagi pulang indekos maaf pisaan
Maaf Anda tidak bisa mengaktifkan paket FLASH ini karena nomor anda tidak terdaftar,normal,maaf tidak aktif paket flash karena nomor tidak daftar
Maaf bu jadi jam berapa ya kita ketemuan bu...atau bgmana baiknya,normal,maaf bu jadi jam berapa kita ketemu buatau bgmana baik
Maaf bu kalau pesanannya bebek atau ayam ya,normal,maaf bu kalau pesan bebek ayam
Maaf kaprodi kita itu siapa yah hehe,normal,maaf kaprodi itu siapa ya hehe
"Maaf, Keyword yang anda masukkan ke 234 salah. Info lanjut hub call center : 200",normal,maaf kata kunci anda masuk salah informasi lanjut hubung call center
"Maaf, pesan Anda belum terkirim. Silakan coba beberapa saat lagi. Terimakasih",normal,maaf pesan belum kirim sila coba beberapa lagi terima kasih
"Maaf, pulsa Anda tidak cukup untuk melakukan pembelian paket Flash yang dipilih. Silahkan isi ulang pulsa Anda.",normal,maaf pulsa tidak cukup laku beli paket flash pilih silah isi ulang pulsa
Maafin ya guys gak hari ini huhuhu,normal,maafin guys tidak hari huhuhu
Mah melan lagi di kosan dila. Habis kerja kelompok tapi kepegat hujan :(,normal,mah mel di indekos dila habis kerja kelompok pegat hujan
Makanya sebelum tibatiba layarnya hitam gt diapain? Jatoh?,normal,makanya tibatiba layar hitam begitu di apa in jatoh
Makasih gais doakan kami yg masih berjuang ya 💪,normal,terima kasih gais doa yang juang 
Makasih semuanyaaa mohon doanya yaaa,normal,terima kasih semuanyaa mohon doa ya
"Malem aja lah, jam 5 nanggung banget mw maghrib haha",normal,malam saja lah jam tanggung banget mau maghrib haha
Mana duduk plg depan selalu kdg aku ga tau keadaan dblkg. Siapa yg hdr siapa yg engga. Wkwk,normal,mana duduk paling depan selalu kadang aku tidak tahu ada dblkg siapa yang hdr siapa yang tidak wkwk
Mandi?? Aku selesei isya mau bobo,normal,mandi aku selesei isya mau bobo
Masak dikosan aku mau makan orek buatan kamu min,normal,masak dikosan aku mau makan orek buat kamu minimal
Masih boleh ikutan gaaaa wkwkwkwk,normal,boleh ikut tidak wkwkwkwk
Masih ngerasa bersalah ama kalian sebenernya,normal,rasa salah sama kalian benar
Masih yang dekat sungai dulu kok diil 😁,normal,yang dekat sungai dahulu kok diil 
Matikan services spt antivirus dll.,normal,mati layan seperti antivirus
Mau minta kirim foto2 selempang yg kita waktu itu dong. Makasihhh,normal,mau minta kirim foto selempang yang waktu dong makasihh
Mau naik gojek tapi ga ada driver kayanya :( padahal bawaan banyak :(,normal,mau naik gojek tidak kemudi kayak padahal bawa banyak
Mau nitip ga saya lagi di gerlong.,normal,mau titip tidak lagi gerlong
"Mau sekalian dibawain kacamata ga, nanti aku keluar jam 10",normal,mau sekali dibawain kacamata tidak aku keluar jam
Mau yang apa? Sunday atau apa? Terus rasa slainya apa?,normal,mau apa sunday apa terus rasa slainya apa
Memperbaiki bug2 karna ganti db bbrp. Lg enak nonton td ditelfon 😂,normal,baik bug karena ganti db beberapa lagi enak nonton tadi ditelfon 
Merica jeruk nipis aku ajaa,normal,merica jeruk nipis aku ajaa
Mgkin periksa nama id di view jg sep,normal,mungkin periksa nama id view juga sep
Min kalo ada inpo kosan perbulan share ya 😆,normal,minimal kalau inpo indekos bulan share 
Min lg dmn? Mo ngambil sertifikat yg kompas hihu,normal,minimal lagi mana mau ambil sertifikat yang kompas hihu
"minal aidzin walfaidin, mohon maaf lahir dan batin ya semua akang teteh. ",normal,mal aidzin walfaidin mohon maaf lahir batin semua akang teteh
Minggunya pengen ke lembang git seharian ngubek bandung :(,normal,minggu ken lembang git hari ngubek bandung
Minta email github nya dong.,normal,minta email github nya dong
Mohon maaf lahir dan batin ipa3😚😚,normal,mohon maaf lahir batin ipa
Mohon maaf pak semalam saya Sudah konfirmasi tidak ikut remedial. Tapi di nilainya kenapa ikut remedial ,normal,mohon maaf pak malam sudah konfirmasi ikut remedial di nilai ikut remedial
Ga ada birthday nya ? Wkwk,normal,tidak birthday nya wkwk
"Mudah2an ya dil, besok mau coba ke telkom lg, doain yah (tear)",normal,mudah dil besok mau coba telkom lagi doain ya tear
Mul snack satu lagi teteh kasih rafael ya,normal,mul snack satu teteh kasih rafael
Mungkin aa nya tau kl wajah nama1 bakal beda sendiri pas gaya ini (up),normal,mungkin aa nya tahu kalau wajah nama bakal beda sendiri pas gaya up
"Murah nuy 30seorang, drpd naik angkot bisa 15rebu, belum ngetem, macet, gt",normal,murah nuy orang daripada naik angkot rebu ngetem macet begitu
"Naik kelapa ledeng turun di ciateul, sebelum terminal bgt. Terus naik kalapa dayeuh kolot turun di depan kantor bgt.",normal,naik kelapa ledeng turun ciateul terminal banget terus naik kalapa dayeuh kolot turun depan kantor banget
nama table table pasien_irj dan gnti data_pasien. lupa,normal,nama table table pasienirj ganti datapasien lupa
Nanti aku push aja ya kuota modem lg hbs,normal,aku push saja kuota modem lagi habis
Nanti aku siaraan diil,normal,aku siaraan diil
Nanti plg wisudaan aku lgsg ksana. Awas telat. Telat aku plg.,normal,paling wisuda aku langsung ksana awas lambat lambat aku paling
Nanti sync aja di github dekstop nya.,normal,sync saja github dekstop nya
"Ngajak wida tuh, kan beliau habis seminar. Hihip",normal,ajak wida tuh akan beliau habis seminar hihip
"Nikah juga proses put, kadang diatas, kadang dibawah, gak selalu enak enak wkwkwkwk",normal,nikah proses put kadang atas kadang bawah tidak selalu enak enak wkwkwkwk
Nomor OTP anda adalah [8874] -Telkomsel-,normal,nomor one time password adalah telkomsel
Ntar aku kirim link nya,normal,entar aku kirim link nya
Numpang berteduh wkwk. Aku tak punya tempat tujuan~,normal,numpang teduh aku tidak punya tempat tuju
"numpang promo yah, siapa tau ada yang berminat 😊 bisa liat di instagram nya ",normal,numpang promo ya siapa tahu yang minat  lihat instagram nya
"nama1  udh nama1 transfer, maacih nur 😊",normal,nama sudah nama transfer maacih nur 
"nama1 aku lg ngerjain tes ngoding di upi net, kalo mo pake motornya boleh, tp motornya jauh bgt",normal,nama aku lagi ngerjain tes ngoding upi net kalau mau pakai motor tapi motor jauh banget
"nya sore we atuh gi, kalo mau pagi / siang weekend nya",normal,nya sore we atuh gi kalau mau pagi siang weekend nya
Oh oke de. kalau selanjutnya isi deposit transfer kmn?,normal,oke de kalau lanjut isi deposit transfer ke mana
Oh oke Pak nanti saya lgsg kesana untuk kepastikan buka jam berapa? Ke bebek komar yg dekat dt bisa?,normal,oke pak saya langsung kesana pasti buka jam berapa bebek komar yang dekat dt
Oh pantesan tau gitu lgsg foto dipusatnya aja put,normal,pantesan tahu begitu langsung foto pusat saja put
"Oh saya udh berangkat kayanya, ga ada koneksi..",normal,saya sudah berangkat kayak tidak koneksi
Oh udah yah haha aku bingung jd gimana udh ketinggalan banyak chat,normal,sudah ya haha aku bingung jadi bagaimana sudah tinggal banyak chat
"oh, kelurahan dll dari data_pasien ternyata. butuh oge.",normal,lurah dari datapasien nyata butuh oge
Oiya ya nama1  ih knapa bsa begitu?sayang bgt tabungannya :(,normal,oiya nama ih kenapa bisa begitusayang banget tabung
ok nanti saya lihat dengan kehadiran. Siapa lagi yg nyaris2 nilainya?,normal,nanti lihat hadir siapa yang nyaris nilai
"ok,, kabarin yah, no m3 aku ke blokir, ga ada paket data, smsin aja ke asmul ya, ini kbtulan lagi free wife",normal,kabarin ya nomor m aku blokir tidak paket data smsin saja asmul ini kbtulan gratis wife
ok. minta yang data dummy diagnosa_pasien ya. punten. makasih,normal,minta data dummy diagnosapasien punten terima kasih
"Okayyy, nanti siang jam 1an hehe. Ga kemana-mana hari ini?",normal,okayy siang jam an tidak kemanamana hari
Oke deh aku jg emang pengen ngumpul sih kapan lg :(,normal,oke deh aku juga memang ken ngumpul sih kapan lagi
"Oke nama1, nanti udah beres bimbingan aku kesana",normal,oke nama sudah beres bimbing aku kesana
oke gais tp dsni udh redaan hujannya. dtggu ya,normal,oke gais tapi sini sudah reda hujan dtggu
Oke kalau untuk dp harus berapa%?,normal,oke kalau dp berapa
"Oke, Senin deh ya ke kantor. Aku sms bapa. Laporan nyusul aja gt mengingat di laporan jg ada lampiran dan revisi penguji*",normal,oke senin deh ke kantor aku sms bapa lapor nyusul saja begitu ingat lapor juga lampir revisi uji
oke. bentar aku solat dulu,normal,oke sebentar aku solat dahulu
Okeee kalau telor butuhnya segimana? ,normal,oke kalau telor butuh segimana
Okeyyy malem aja ya bahas apa ajanya yg dibawa,normal,okeyy malam saja bahas apa aja yang bawa
Oo kalau kamu misalnya lanjut brp dit?,normal,oo kalau kamu misal lanjut brp dit
"ooh iya klo controler, ku kira td modelnya.",normal,ooh iya kalau controler saya kira tadi model
ouhhh gitu yaudah ntar besok aku chat lagi kalo aku mo ngampus,normal,ouhh begitu yaudah entar besok aku chat kalau aku mau ngampus
Ouhhh trs ngedeteksi apa dil? Output nya apa?,normal,ouhh terus ngedeteksi apa dil output nya apa
Pada ga aktif si tombol algoritma2 nya teh ga ngerti,normal,tidak aktif sih tombol algoritma nya teh tidak erti
pada ngampus jamber gais?,normal,ngampus jamber gais
Padahal mau kesana tapi kyknya nama1 belum balik,normal,padahal mau kesana kayak nama balik
Pagi bu saya dengan nama1 dari Bebek Komar ...sangat bisa bu untuk pesanan besok bu...menu yang di pesan apa ya bu...diantar ke mana ya...nuhun,normal,pagi bu dengan nama bebek komar sangat bu pesan besok bumenu di pesan apa budiantar mana yanuhun
"nama1  titip pesan, jumat pagi kita kumpul trus bapa minta tolong ke kita buat bareng2 bujuk nama1 kuliah lagi",normal,nama titip pesan jumat pagi kumpul terus bapa minta ke buat bareng bujuk nama kuliah
Pak kalau seporsi berapa ya ?,normal,pak kalau porsi berapa
Pak mau pesen nasi goreng spesial 2 bungkus ke Graha desilla kmr 14.,normal,pak mau pesan nasi goreng spesial bungkus graha desilla kmr
Pak mau tanya kalau nilai remed lebih kecil itu diambil nilai nya yang remed atau tetap yang sebelum nya pak ? ,normal,pak mau tanya kalau nilai remed lebih kecil ambil nilai nya remed tetap belum nya pak
Pak saya pake yang 6.0 malah bingung pak,normal,pak pakai bahkan bingung pak
"Pak, indeks nilai B gabisa diturunin lagi pak? Soalnya kemaren saya liat nilai udah B, terus tiba2 turun jadi B- karena penilaiannya pake + -",normal,pak indeks nilai biasa tidak bisa diturunin pak soal kemarin lihat nilai sudah biasa terus tiba turun jadi biasa nilai pakai
"Pak, MK yang nama1 kontrak Data Mining dgn kode IK566 bukan dwm, seperti yg bapak sampaikan dulu agar mengingatkan bapak ketika penginputan nilai, terimakasih.",normal,pak mk nama kontrak data mining dengan kode ik bukan dwm yang bapak sampai dahulu ingat bapak penginputan nilai terima kasih
"Pake kamera nama1 2, kamera nama1 1, sama handy cam prodi 1",normal,pakai kamera nama kamera nama sama handy cam prodi
Paket tadi sore mendadak habis.,normal,paket tadi sore dadak habis
"Paling seikhlasnya aja, yg mau nyumbang mangga, yg ngga, mangga gt",normal,paling ikhlas saja yang mau nyumbang mangga yang tidak mangga begitu
"Pas dia ngomong gtu km langsung diem ya nuy, kikuk gtu pasti diomongin kek gtu",normal,pas bicara begitu kami langsung diam nuy kikuk begitu diomongin seperti begitu
"Pas sma gak pernah, tp kuliah disini org tua aku udah 2x pulang kampung",normal,pas sama tidak pernah tapi kuliah sini orang tua aku sudah x pulang kampung
Paspor di perpanjang bayar nya brp nuy?,normal,paspor panjang bayar nya brp nuy
"Patah hatinya level tinggi, jd bisa quotes begitu put",normal,patah hati level tinggi jadi quotes put
"Pemakaian internet kamu sdh mencapai batasFUP,kecepatan akan disesuaikan.Lebih EKSIS dgnINTERNETGaul Bulanan Cuma Rp29,900! http://net.axisworld.co.id info838",normal,pakai internet kamu sudah capai batasfupkecepatan disesuaikanlebih eks dgninternetgaul bulan cuma rupiah httpnetaxisworldcoid informasi
Penggunaan terakhir anda adalah 35417.00 dan telah memenuhi pemakaian pulsa minimum. Masa aktif kartu anda diperpanjang selama 30 hari dan akan aktif sampai 04/10/2016,normal,guna akhir adalah telah penuh pakai pulsa minimum masa aktif kartu panjang lama hari akan aktif
"penuh nama1 , si nama1  juga nyari, udh penuh..",normal,penuh nama sih nama cari sudah penuh
"Perginya naik kelapa turun di pasar bunga wastukencana, terus naik caringin-sadang serang atau jalan",normal,pergi naik kelapa turun pasar bunga wastukencana terus naik caringinsadang serang jalan
"Permintaan Anda sedang diproses. Beberapa saat lagi Paket Internet anda akan di non-aktifkan, dan akan berlaku tariff dasar internet.",normal,minta sedang proses beberapa lagi paket internet akan nonaktif akan laku tariff dasar internet
"persiapkan dengan dokumen draftnya diambil di ruang saya, slide presentasi tuk pengujian..",normal,siap dokumen draftnya ambil ruang slide presentasi untuk uji
Perusahaannya apa aja kalau boleh tau?,normal,usaha apa saja kalau tahu
"pesan dari nama1 : Assalamu'alaikum wr.wb. Pak, Indonesia Android Kejar bekerjasama dengan Depilkom mau mengadakan pelatihan Android level intermediate, masih ada slot 2 orang lagi, syaratnya sudah pernah membuat app android dan ngebuild menggunakan Android Studio, barang kali di kelas Bapak ada yang berminat. Nuhun.o ya pelatihannya mulai hari sabtu besok, 2 April, setiap sabtu selama 7 pertemuan, bertempat di lab praktikum kita.",normal,pesan nama assalamualaikum wrwb pak indonesia android kejar bekerjasama depilkom mau ada latih android level intermediate slot orang syarat pernah buat aplikasi android ngebuild guna android studio barang kali kelas bapak ada yang minat nuhuno latih mulai hari sabtu besok april sabtu lama temu tempat lab praktikum
"Pesanan #342877938 - mohon transfer Rp.59,755 ke BNI Account ####  sebelum 24 Jun, 2016. Mohon periksa email anda untuk info lebih lanjut.",normal,pesan mohon transfer rupiah bni akun jun mohon periksa email untuk informasi lebih lanjut
Pilihannya hemat 2 jt atau lulus oct kan nanggung,normal,pilih hemat jt lulus oct akan tanggung
"Plg yth, paket 10 MB 1 hari Anda telah berakhir. Selanjutnya akan dikenakan tarif non paket.Aktifkan kembali paket Flash Anda di *363#",normal,paling yang hormat paket mb hari telah akhir lanjut kena tarif non paketaktifkan paket flash di
"Pokonya kalau ada yang mau push bilang aja usahain, bisi barengan push nya. Terus kalau push, pull dulu.",normal,pokok kalau yang mau push bilang saja usahain kalau kalau bareng push nya terus kalau push pull dahulu
pulang nya jam 8 (kecewa),normal,pulang nya jam kecewa
"punten, ada yang punya kontaknya teh lulu 2011? nuhuun~",normal,punten yang punya kontak teh lulu nuhuun
"Pusatnya disitu dy di bandung pasir koja, cmn bangunan lg dibangun, jd td aku di interview di toko nya, toko bangunan ",normal,pusat situ dy bandung pasir koja cuman bangun lagi bangun jadi tadi aku interview toko nya toko bangun
"nama1  gedung manunggal tridaya pucakti pusenkav teh 1,5 ternyata wkwk",normal,nama gedung manunggal tridaya pucakti pusenkav teh nyata wkwk
nama1 mau hunting kosan bentar gmn? Kita mau ngerjain dmn kita?,normal,nama mau hunting indekos sebentar bagaimana mau ngerjain mana
